dimension_index,raw_activation,standardized_activation,absolute_standardized_activation
509,0.015014648,0.06559365,0.06559365
510,0.068359375,1.6967702,1.6967702
511,0.059570312,0.7851156,0.7851156
512,-0.0859375,-1.0256082,1.0256082
513,-0.016357422,-0.7425267,0.7425267
514,0.09423828,1.9540895,1.9540895
515,0.022949219,-0.37670785,0.37670785
516,-0.044921875,-1.3497138,1.3497138
517,-0.0014648438,-0.28132957,0.28132957
518,0.013183594,0.55657095,0.55657095
519,0.064941406,1.48353,1.48353
520,0.020996094,-0.027337508,0.027337508
521,-0.052978516,-0.6959774,0.6959774
522,0.076171875,1.52004,1.52004
523,0.02709961,1.1079639,1.1079639
524,-0.16699219,-2.9121602,2.9121602
525,0.021484375,-0.18103953,0.18103953
526,0.052734375,-0.026029112,0.026029112
527,0.080566406,0.8344822,0.8344822
528,0.03491211,1.5979187,1.5979187
529,0.111328125,1.3182485,1.3182485
530,-0.08496094,0.14399062,0.14399062
531,-0.048095703,-0.034745194,0.034745194
532,0.079589844,0.80100775,0.80100775
533,-0.025512695,-0.08339806,0.08339806
534,0.05053711,1.1415303,1.1415303
535,0.0040893555,-0.45762137,0.45762137
536,0.024414062,-0.23055415,0.23055415
537,0.016601562,-0.12575766,0.12575766
538,0.048339844,0.4388883,0.4388883
539,-0.09277344,-0.96832496,0.96832496
540,0.013061523,-0.37788856,0.37788856
541,-0.06591797,-0.57916474,0.57916474
542,-0.010253906,1.1068826,1.1068826
543,-0.10546875,-1.8973684,1.8973684
544,-0.061279297,-1.1341729,1.1341729
545,0.060546875,0.6557781,0.6557781
546,-0.052001953,-0.23145474,0.23145474
547,0.001953125,0.42810255,0.42810255
548,-0.083496094,-0.25683343,0.25683343
549,-0.0064086914,-0.25951073,0.25951073
550,0.014892578,0.2975945,0.2975945
551,-0.057128906,-0.28216162,0.28216162
552,-0.11328125,-0.5764703,0.5764703
553,0.09472656,0.7288985,0.7288985
554,-0.03125,-0.54835355,0.54835355
555,-0.05517578,-0.82177573,0.82177573
556,-0.12695312,-2.1048973,2.1048973
557,-0.04663086,-0.3311698,0.3311698
558,0.015625,-0.2843159,0.2843159
559,-0.033447266,-0.9645457,0.9645457
560,0.041015625,-0.5634724,0.5634724
561,-0.0703125,-0.55462116,0.55462116
562,0.018310547,-0.7042952,0.7042952
563,0.096191406,2.479678,2.479678
564,0.017333984,1.0840932,1.0840932
